method,variant,kind,keep_ratio,feature_zero_ratio,block_size,repeats,observed_keep_frac,mIoU,delta_mIoU,mAcc,allAcc,focus_iou,delta_focus_iou,confusion_iou,focus_to_confusion,delta_focus_to_confusion
ptv3_supervised_s3dis_v151,clean_voxel,clean,1.0,0.0,64,68,1.0,0.7051768372437481,0.0,0.7673041238037394,0.9035714585495086,0.8264360843927818,0.0,0.841933854078794,0.06619907845091176,0.0
ptv3_supervised_s3dis_v151,random_keep0p5,random_drop,0.5,0.0,64,68,0.5000267953557127,0.6475675111901241,-0.05760932605362401,0.7144270758692048,0.8816375413534676,0.7417190937512056,-0.08471699064157623,0.8083424244368863,0.1170754636355867,0.05087638518467494
ptv3_supervised_s3dis_v151,random_keep0p3,random_drop,0.3,0.0,64,68,0.3001931230811512,0.559939396451433,-0.14523744079231515,0.6294812386144724,0.8360789378639775,0.6487799552377305,-0.17765612915505136,0.7421299586491478,0.28697248228564926,0.22077340383473748
ptv3_supervised_s3dis_v151,random_keep0p2,random_drop,0.2,0.0,64,68,0.199997107114862,0.4589185260759398,-0.24625831116780833,0.5353765878125011,0.7815826211064605,0.32962356095588635,-0.49681252343689547,0.6817554254384479,0.5482953938228065,0.4820963153718947
ptv3_supervised_s3dis_v151,random_keep0p1,random_drop,0.1,0.0,64,68,0.10008194648167666,0.2220461105936078,-0.48313072665014034,0.3180432324504568,0.43596566360797656,0.0007610993657505254,-0.8256749850270313,0.28308444252892,0.22082152375311984,0.1546224453022081
ptv3_supervised_s3dis_v151,classwise_keep0p2,classwise_random_drop,0.2,0.0,64,68,0.19998539896572337,0.454233106474557,-0.25094373076919113,0.530428644616463,0.7800972481987697,0.3599200697264081,-0.4665160146663737,0.6812952513676006,0.543395662568306,0.4771965841173942
ptv3_supervised_s3dis_v151,structured_b64_keep0p5,structured_drop,0.5,0.0,64,68,0.5073997650076362,0.6531872774119165,-0.05198955983183162,0.7194055309601752,0.8788448986815274,0.7351925462336486,-0.09124353815913322,0.807764303880726,0.13522970163675227,0.06903062318584051
ptv3_supervised_s3dis_v151,structured_b64_keep0p2,structured_drop,0.2,0.0,64,68,0.20107253605280728,0.6392749633862,-0.06590187385754809,0.7088886849428687,0.8719892673635523,0.7776959556982509,-0.048740128694530926,0.8038711636411608,0.14692288210712928,0.08072380365621752
ptv3_supervised_s3dis_v151,feature_zero1p0,feature_zero,1.0,1.0,64,68,1.0,0.11375686696089257,-0.5914199702828555,0.18454261544365,0.5400592586700604,0.0,-0.8264360843927818,0.48238238280446216,0.9978707276149594,0.9316716491640477
