method,variant,kind,keep_ratio,feature_zero_ratio,block_size,repeats,observed_keep_frac,mIoU,delta_mIoU,mAcc,allAcc,picture_iou,delta_picture_iou,wall_iou,floor_iou,picture_to_wall,delta_picture_to_wall
ptv3_supervised_v151_compat,clean_voxel,clean,1.0,0.0,64,312,1.0,0.7697225293154475,0.0,0.847023052579822,0.9219417787332329,0.3916632252735906,0.0,0.8743806573902121,0.9639249841626157,0.46943920608808465,0.0
ptv3_supervised_v151_compat,random_keep0p5,random_drop,0.5,0.0,64,312,0.499972133204723,0.7653355597986862,-0.004386969516761319,0.8398384631830043,0.918853358202609,0.3726400087762598,-0.019023216497330797,0.8723993327630699,0.9611682943518636,0.525804387812225,0.0563651817241404
ptv3_supervised_v151_compat,random_keep0p3,random_drop,0.3,0.0,64,312,0.29989263854729825,0.7419621210539111,-0.027760408261536362,0.8193835399488624,0.9112928828486987,0.2961685448309646,-0.09549468044262599,0.8606129656968106,0.9569859793305105,0.6578754252929796,0.18843621920489495
ptv3_supervised_v151_compat,random_keep0p2,random_drop,0.2,0.0,64,312,0.20008029411427486,0.7142748361974277,-0.05544769311801978,0.7966985880621735,0.8997264361316026,0.22641042304954592,-0.16525280222404468,0.8414028474200568,0.9528447701071993,0.7448329083344517,0.27539370224636706
ptv3_supervised_v151_compat,random_keep0p1,random_drop,0.1,0.0,64,312,0.1000146334990859,0.583375028357161,-0.18634750095828645,0.6710643386402111,0.8489385792449547,0.04378558806204566,-0.34787763721154497,0.7647149796936139,0.9388345226239563,0.9352374626369977,0.46579825654891305
ptv3_supervised_v151_compat,classwise_keep0p2,classwise_random_drop,0.2,0.0,64,312,0.2000633435180554,0.7107394597655806,-0.05898306954986687,0.7935319239035733,0.8977345590240148,0.22805256719881997,-0.16361065807477063,0.8394347129278328,0.9513652945142719,0.7454569883443619,0.27601778225627727
ptv3_supervised_v151_compat,structured_b64_keep0p5,structured_drop,0.5,0.0,64,312,0.5009465752503811,0.7018822194483001,-0.0678403098671474,0.7871584728489397,0.8966526974520285,0.4272809490876199,0.03561772381402928,0.8403421315521495,0.9535746525510864,0.4615614912006665,-0.007877714887418175
ptv3_supervised_v151_compat,structured_b64_keep0p2,structured_drop,0.2,0.0,64,312,0.18958336408757484,0.6521028041644727,-0.11761972515097474,0.7389806042550849,0.878245383146004,0.3755799240826642,-0.01608330119092638,0.8198029605647323,0.9445845963768011,0.5123067353829749,0.04286752929489024
ptv3_supervised_v151_compat,feature_zero1p0,feature_zero,1.0,1.0,64,312,1.0,0.02685186020820509,-0.7428706691072424,0.060964854550148384,0.36118523683992226,0.0,-0.3916632252735906,0.3222824485625417,0.2147547556015602,1.0,0.5305607939119154
